name,address,lat,lng,zone
Antu Malal Ashtanga Yoga,Arenales 2856,-34.59141,-58.40566659999999,Centro
Maha Yoga Iyengar,Junín 1480,-34.5910727,-58.3952626,Centro
Vuela Alto Yoga y Meditación,Uriarte 1153,-34.5906229,-58.43657109999999,Caballito
Victoriar yoga,Austria 1728,-34.59058,-58.4077028,Centro
"Astroyogadanz: Profesorado de Hatha Yoga especialización en Vinyasa. Clases de Yoga, Danza, Pilates y Elongación. Astrología",Jerónimo Salguero 1674,-34.5905283,-58.41726689999999,Caballito
DIVINA GRULLA ESPACIO HOLISTICO,"Soler 4125, C1425BWS",-34.5904678,-58.4193598,Palermo
"Ambra, Espacio Holístico",Av. Córdoba 5151,-34.5903222,-58.4355055,Caballito
Respira Yoga,Uriarte 1241,-34.5900013,-58.43572099999999,Caballito
Inspira Yoga Buenos Aires,"Billinghurst 1758, DTH",-34.5899467,-58.40999919999999,Palermo
Espacio H - Yoga & Té,Honduras 4866,-34.5897513,-58.4289061,Caballito
La Casita de Coca,Gavilán 3580,-34.5895945,-58.48698229999999,Coghlan
Estudio yoga Narayana,French 2647,-34.5894871,-58.4011697,Centro
Vikasana Yoga Palermo,Av. Sta. Fe 3200,-34.5893086,-58.4101282,Centro
Yoga Valletierra,Costa Rica 4562,-34.5891812,-58.42594179999999,Caballito
Equilibrar Yoga para Todos,Av. Corrientes 6477,-34.5891745,-58.4500447,Caballito
Aura Yoga,Costa Rica 4606,-34.5886482,-58.42648149999999,Caballito
Espacio Enersense Energy,"Laprida 1898, C1425EKR",-34.5884969,-58.4011191,Palermo
Yoga en Sintonía,"Jacinto de Altolaguirre, entre Moscú, Belgrado y",-34.5884698,-58.48189769999999,Coghlan
Dash Pilates & Yoga,Av. Raúl Scalabrini Ortiz 2069,-34.5881753,-58.4205504,Caballito
Yoga Martina Marré,Av. Forest 326,-34.5880981,-58.45150759999999,Caballito
AYOGA Recoleta,Vicente López 2240,-34.587477,-58.3957574,Centro
CasaPranna Estudio de Yoga,Av. Sta. Fe 3388,-34.5873303,-58.4130058,Centro
THAI YOGA Eliana Vinitsky,Bucarelli 1243,-34.5871293,-58.47822850000001,Coghlan
️SURYA Yoga Integral y Ashtanga Vinyasa,Hamburgo 3279,-34.587024,-58.4840317,Coghlan
Espacio Lilam,"Charcas 3901-3999,C1425BNC, BNC",-34.5866416,-58.41929889999999,Palermo
aṣṭau yoga studio,Austria 2272,-34.5865362,-58.4021926,Centro
Espacio de YOGA SoySer,Av. Salvador María del Carril 2286,-34.5864096,-58.4910567,Coghlan
Be Pulse - Yoga,Fitz Roy 1459 departamento 504,-34.5862878,-58.43863529999999,Caballito
